Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,SubCategory,Product Name,Sales,Quantity,Discount,Profit,Outlier,Q1,     Q3,IQR,Upper Limit,Lower Limit
3134,CA2014107916,24-08-2014,26-08-2014,First Class,JP15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572,East,OFFBI10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672,3,0.2,4.4352,FALSE,,,,,
3135,CA2017164168,11-12-2017,18-11-2017,Standard Class,LS16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFFBI10000666,Office Supplies,Binders,Surelock Post Binders,30.56,5,0.8,45.84,FALSE,,,,,
3136,CA2017164168,11-12-2017,18-11-2017,Standard Class,LS16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFFST10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,77.952,3,0.2,15.5904,FALSE,,,,,
3137,CA2017164168,11-12-2017,18-11-2017,Standard Class,LS16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,TECPH10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,1,0.2,8.499,FALSE,,,,,
3138,CA2017164168,11-12-2017,18-11-2017,Standard Class,LS16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFFEN10001219,Office Supplies,Envelopes,"#10 4 1/8"" x 9 1/2"" SecurityTint Envelopes",12.224,2,0.2,4.4312,FALSE,,,,,
3139,CA2017164168,11-12-2017,18-11-2017,Standard Class,LS16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,TECAC10004568,Technology,Accessories,Maxell LTO Ultrium  800 GB,44.784,2,0.2,0.5598,FALSE,,,,,
3140,CA2017164168,11-12-2017,18-11-2017,Standard Class,LS16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,FURFU10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,3,0.6,17.7072,FALSE,,,,,
3141,CA2015112557,25-04-2015,28-04-2015,First Class,JL15850,John Lucas,Consumer,United States,New York City,New York,10035,East,OFFAP10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,3,0,90.8292,FALSE,,,,,
3142,US2014122959,12-12-2014,12-12-2014,Same Day,CY12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,78207,Central,OFFBI10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,2,0.8,336.6272,TRUE,,,,,
3143,CA2017162572,25-09-2017,27-09-2017,Second Class,RB19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,TECAC10003628,Technology,Accessories,Logitech 910002974 M325 Wireless Mouse for Web Scrolling,119.96,5,0.2,35.988,FALSE,,,,,
3144,CA2017162572,25-09-2017,27-09-2017,Second Class,RB19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,OFFAR10001547,Office Supplies,Art,Newell 311,10.608,6,0.2,0.9282,FALSE,,,,,
3145,US2016148110,09-05-2016,09-11-2016,Standard Class,AR10825,Anthony Rawles,Corporate,United States,Austin,Texas,78745,Central,FURCH10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,24.843,FALSE,,,,,
3146,CA2017131828,02-11-2017,13-02-2017,Second Class,CS11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,FURCH10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,0.2,108.3528,TRUE,,,,,
3147,CA2017131828,02-11-2017,13-02-2017,Second Class,CS11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,TECPH10002923,Technology,Phones,"Logitech B530 USB Headset  headset  Full size, Binaural",88.776,3,0.2,7.7679,FALSE,,,,,
3148,CA2014109218,30-06-2014,07-03-2014,Second Class,AR10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004,West,OFFAR10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,0,10.368,FALSE,,,,,
3149,CA2016120558,06-07-2016,06-10-2016,First Class,RD19810,Ross DeVincentis,Home Office,United States,New York City,New York,10035,East,OFFPA10003441,Office Supplies,Paper,Xerox 226,32.4,5,0,15.552,FALSE,,,,,
3150,US2014109036,20-12-2014,25-12-2014,Standard Class,KH16510,Keith Herrera,Consumer,United States,Seattle,Washington,98103,West,OFFLA10002043,Office Supplies,Labels,Avery 489,31.05,3,0,14.904,FALSE,,,,,
3151,CA2015147830,15-12-2015,18-12-2015,First Class,NF18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TECAC10002049,Technology,Accessories,Plantronics Savi W720 MultiDevice Wireless Headset System,2025.36,6,0.2,607.608,TRUE,,,,,
3152,CA2015147830,15-12-2015,18-12-2015,First Class,NF18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TECMA10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2,0.7,2639.9912,TRUE,,,,,
3153,CA2015147830,15-12-2015,18-12-2015,First Class,NF18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TECPH10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,0.4,16.998,FALSE,,,,,
3154,CA2015147830,15-12-2015,18-12-2015,First Class,NF18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,FURFU10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,0.2,69.0018,FALSE,,,,,
3155,CA2017150497,20-07-2017,24-07-2017,Standard Class,SM20950,Suzanne McNair,Corporate,United States,Maple Grove,Minnesota,55369,Central,OFFBI10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0,331.191,TRUE,,,,,
3156,CA2014128986,08-03-2014,08-05-2014,Second Class,GH14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West,OFFPA10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,3,0.2,33.7212,FALSE,,,,,
3157,CA2015139584,24-08-2015,28-08-2015,Standard Class,EM13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,FURTA10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,75.8304,FALSE,,,,,
3158,CA2015139584,24-08-2015,28-08-2015,Standard Class,EM13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,TECAC10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26,2,0,11.7,FALSE,,,,,
3159,US2016162677,26-03-2016,27-03-2016,First Class,DB13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South,OFFST10001291,Office Supplies,Storage,"Tenex Personal SelfStacking Standard File Box, Black/Gray",67.64,5,0.2,5.9185,FALSE,,,,,
3160,US2016162677,26-03-2016,27-03-2016,First Class,DB13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South,TECAC10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,3,0.2,17.9964,FALSE,,,,,
3161,US2014150924,09-12-2014,16-09-2014,Second Class,PT19090,Pete Takahito,Consumer,United States,Houston,Texas,77070,Central,OFFBI10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,0.8,8.029,FALSE,,,,,
3162,CA2014153969,21-09-2014,25-09-2014,Standard Class,HF14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFFEN10001539,Office Supplies,Envelopes,Staple envelope,15.56,2,0,7.3132,FALSE,,,,,
3163,CA2014153969,21-09-2014,25-09-2014,Standard Class,HF14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFFEN10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0,36.8245,FALSE,,,,,
3164,CA2014153969,21-09-2014,25-09-2014,Standard Class,HF14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFFAR10001615,Office Supplies,Art,Newell 34,59.52,3,0,15.4752,FALSE,,,,,
3165,CA2014153969,21-09-2014,25-09-2014,Standard Class,HF14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFFPA10000327,Office Supplies,Paper,Xerox 1971,38.52,9,0,17.334,FALSE,,,,,
3166,CA2014153969,21-09-2014,25-09-2014,Standard Class,HF14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,TECPH10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,0.2,23.9984,FALSE,,,,,
3167,CA2014153969,21-09-2014,25-09-2014,Standard Class,HF14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFFPA10002246,Office Supplies,Paper,"Wirebound Four 23/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,0,9.4815,FALSE,,,,,
3168,CA2016146682,29-10-2016,31-10-2016,First Class,KW16435,Katrina Willman,Consumer,United States,Lansing,Michigan,48911,Central,FURFU10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for ZoomIn Desk Lamp,67,5,0,32.16,FALSE,,,,,
3169,CA2016138695,28-05-2016,06-03-2016,Standard Class,KC16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,FURCH10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.272,8,0.2,24.392,FALSE,,,,,
3170,CA2016138695,28-05-2016,06-03-2016,Standard Class,KC16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,OFFPA10001667,Office Supplies,Paper,Great White MultiUse Recycled Paper (20Lb. and 84 Bright),62.192,13,0.2,19.435,FALSE,,,,,
3171,CA2017107461,21-12-2017,26-12-2017,Second Class,PK19075,Pete Kriz,Consumer,United States,Columbia,South Carolina,29203,South,OFFBI10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,23.88,6,0,11.2236,FALSE,,,,,
3172,US2016133879,21-03-2016,28-03-2016,Standard Class,KT16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFFBI10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,2,0.8,4.752,FALSE,,,,,
3173,US2016133879,21-03-2016,28-03-2016,Standard Class,KT16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,FURCH10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0,FALSE,,,,,
3174,US2016133879,21-03-2016,28-03-2016,Standard Class,KT16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFFAR10004956,Office Supplies,Art,Newell 33,13.392,3,0.2,1.5066,FALSE,,,,,
3175,CA2017157483,11-11-2017,18-11-2017,Standard Class,EP13915,Emily Phan,Consumer,United States,Detroit,Michigan,48227,Central,OFFAR10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,7,0,50.9208,FALSE,,,,,
3176,US2017132059,23-09-2017,29-09-2017,Standard Class,AP10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,FURBO10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5Shelf Bookcases, Custom Colors",180.588,2,0.7,240.784,TRUE,,,,,
3177,US2017132059,23-09-2017,29-09-2017,Standard Class,AP10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,TECAC10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2,0.2,0.5998,FALSE,,,,,
3178,CA2017122280,09-10-2017,09-10-2017,Same Day,SH20395,Shahid Hopkins,Consumer,United States,New York City,New York,10024,East,OFFPA10004911,Office Supplies,Paper,"Rediform S.O.S. 1Up Phone Message Bk, 41/4x31/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2,0,9.0048,FALSE,,,,,
3179,CA2017105235,12-05-2017,12-11-2017,Standard Class,SM20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FURFU10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0,6.0726,FALSE,,,,,
3180,CA2017105235,12-05-2017,12-11-2017,Standard Class,SM20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FURFU10000521,Furniture,Furnishings,"Seth Thomas 14"" PuttyColored Wall Clock",58.68,2,0,18.1908,FALSE,,,,,
3181,CA2017105235,12-05-2017,12-11-2017,Standard Class,SM20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,OFFAP10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,254.9,5,0,68.823,FALSE,,,,,
3182,CA2017152912,11-09-2017,11-12-2017,Second Class,BM11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFFBI10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0,4.4344,FALSE,,,,,
3183,CA2017152912,11-09-2017,11-12-2017,Second Class,BM11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,TECAC10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826.62,3,0,355.4466,TRUE,,,,,
3184,CA2017152912,11-09-2017,11-12-2017,Second Class,BM11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFFST10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14,9,0,473.6106,TRUE,,,,,
3185,CA2017152912,11-09-2017,11-12-2017,Second Class,BM11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFFST10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,3,0,157.8702,TRUE,,,,,
3186,CA2014123498,11-07-2014,11-09-2014,First Class,TC20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFFBI10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,44.2782,FALSE,,,,,
3187,CA2014123498,11-07-2014,11-09-2014,First Class,TC20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFFEN10004773,Office Supplies,Envelopes,Staple envelope,74.352,3,0.2,26.9526,FALSE,,,,,
3188,CA2017159352,03-12-2017,17-03-2017,Standard Class,KB16585,Ken Black,Corporate,United States,Lowell,Massachusetts,1852,East,TECPH10004700,Technology,Phones,PowerGen Dual USB Car Charger,69.93,7,0,32.1678,FALSE,,,,,
3189,US2017146416,20-10-2017,22-10-2017,Second Class,JE16165,Justin Ellison,Corporate,United States,Woodland,California,95695,West,OFFLA10003714,Office Supplies,Labels,Avery 510,3.75,1,0,1.8,FALSE,,,,,
3190,US2017146416,20-10-2017,22-10-2017,Second Class,JE16165,Justin Ellison,Corporate,United States,Woodland,California,95695,West,OFFBI10001787,Office Supplies,Binders,Wilson Jones FourPocket Poly Binders,20.928,4,0.2,7.5864,FALSE,,,,,
3191,US2015163783,27-12-2015,01-01-2016,Standard Class,DR12940,Daniel Raglin,Home Office,United States,Chicago,Illinois,60610,Central,OFFST10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,3,0.2,3.168,FALSE,,,,,
3192,CA2017123981,10-02-2017,10-08-2017,Standard Class,RW19630,Rob Williams,Corporate,United States,New York City,New York,10035,East,TECPH10002115,Technology,Phones,Plantronics 81402,65.99,1,0,17.1574,FALSE,,,,,
3193,CA2017158953,06-04-2017,06-08-2017,Standard Class,ML18040,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,77489,Central,OFFBI10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37,7,0.8,9.555,FALSE,,,,,
3194,CA2014165428,09-01-2014,09-04-2014,First Class,JL15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFFBI10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,3,0.8,6.0192,FALSE,,,,,
3195,CA2014165428,09-01-2014,09-04-2014,First Class,JL15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFFPA10004100,Office Supplies,Paper,Xerox 216,31.104,6,0.2,10.8864,FALSE,,,,,
3196,CA2016169026,08-08-2016,13-08-2016,Standard Class,CM12655,Corinna Mitchell,Home Office,United States,Jackson,Mississippi,39212,South,OFFFA10001883,Office Supplies,Fasteners,"Alliance SuperSize Bands, Assorted Sizes",23.34,3,0,0.2334,FALSE,,,,,
3197,CA2017109750,22-07-2017,28-07-2017,Standard Class,FH14365,Fred Hopkins,Corporate,United States,New York City,New York,10009,East,TECPH10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,3,0,14.0859,FALSE,,,,,
3198,CA2015149384,07-10-2015,07-10-2015,Same Day,EH13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281,West,OFFBI10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3.366,3,0.7,2.244,FALSE,,,,,
3199,CA2014131527,12-01-2014,12-07-2014,Standard Class,TB21280,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,28540,South,TECPH10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968,4,0.2,9.5968,FALSE,,,,,
3200,CA2017164000,18-12-2017,22-12-2017,Standard Class,AH10030,Aaron Hawkins,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFFAR10003183,Office Supplies,Art,Avery Fluorescent Highlighter FourColor Set,18.704,7,0.2,2.338,FALSE,,,,,
3201,CA2014164224,18-05-2014,20-05-2014,Second Class,TT21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,FURFU10000308,Furniture,Furnishings,Deflecto Glass Clear Studded Chair Mats,149.232,3,0.2,3.7308,FALSE,,,,,
3202,CA2014164224,18-05-2014,20-05-2014,Second Class,TT21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,OFFPA10001526,Office Supplies,Paper,Xerox 1949,15.936,4,0.2,5.7768,FALSE,,,,,
3203,CA2014158372,11-10-2014,16-11-2014,Standard Class,RD19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TECPH10002103,Technology,Phones,Jabra SPEAK 410,601.536,8,0.2,60.1536,FALSE,,,,,
3204,CA2014158372,11-10-2014,16-11-2014,Standard Class,RD19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TECAC10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,1,0,4.2861,FALSE,,,,,
3205,CA2014158372,11-10-2014,16-11-2014,Standard Class,RD19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FURFU10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0,11.1664,FALSE,,,,,
3206,CA2014158372,11-10-2014,16-11-2014,Standard Class,RD19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,OFFPA10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",62.24,8,0,28.008,FALSE,,,,,
3207,CA2014158372,11-10-2014,16-11-2014,Standard Class,RD19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FURFU10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,0,14.896,FALSE,,,,,
3208,CA2014158372,11-10-2014,16-11-2014,Standard Class,RD19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,OFFLA10000407,Office Supplies,Labels,Avery White MultiPurpose Labels,39.84,8,0,18.3264,FALSE,,,,,
3209,CA2016108882,01-09-2016,15-01-2016,Standard Class,LA16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TECAC10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,0,118.983,TRUE,,,,,
3210,CA2016108882,01-09-2016,15-01-2016,Standard Class,LA16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TECPH10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,9,0.2,141.723,TRUE,,,,,
3211,US2017108245,22-09-2017,27-09-2017,Standard Class,SH19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581,Central,OFFEN10001415,Office Supplies,Envelopes,Staple envelope,13.392,3,0.2,5.022,FALSE,,,,,
3212,US2017108245,22-09-2017,27-09-2017,Standard Class,SH19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581,Central,OFFBI10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,11.228,7,0.8,18.5262,FALSE,,,,,
3213,CA2014142314,23-12-2014,28-12-2014,Standard Class,SF20200,Sarah Foster,Consumer,United States,Richmond,Indiana,47374,Central,OFFAP10002350,Office Supplies,Appliances,Belkin F9H71006 7 Outlet SurgeMaster Surge Protector,207.24,11,0,58.0272,FALSE,,,,,
3214,CA2016132409,26-05-2016,06-01-2016,Standard Class,TH21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFFAR10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1.504,1,0.2,0.1692,FALSE,,,,,
3215,CA2016132409,26-05-2016,06-01-2016,Standard Class,TH21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFFAP10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2,0.2,6.534,FALSE,,,,,
3216,CA2017150189,07-08-2017,07-10-2017,First Class,VG21790,Vivek Gonzalez,Consumer,United States,San Mateo,California,94403,West,OFFLA10002762,Office Supplies,Labels,Avery 485,75.18,6,0,35.3346,FALSE,,,,,
3217,CA2014114433,13-05-2014,17-05-2014,Standard Class,NP18325,Naresj Patel,Consumer,United States,Oakland,California,94601,West,TECAC10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3,0,52.4895,FALSE,,,,,
3218,CA2017104640,11-10-2017,16-11-2017,Standard Class,FH14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,OFFBI10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,931.176,3,0.2,314.2719,TRUE,,,,,
3219,CA2017104640,11-10-2017,16-11-2017,Standard Class,FH14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,TECPH10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,430.88,2,0,124.9552,TRUE,,,,,
3220,US2015137008,10-02-2015,10-08-2015,Standard Class,JP15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFFPA10001295,Office Supplies,Paper,Computer Printout Paper with LetterTrim Perforations,94.85,5,0,45.528,FALSE,,,,,
3221,US2015137008,10-02-2015,10-08-2015,Standard Class,JP15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFFEN10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,51.12,4,0,23.004,FALSE,,,,,
3222,US2015137008,10-02-2015,10-08-2015,Standard Class,JP15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,TECAC10000892,Technology,Accessories,NETGEAR N750 Dual Band WiFi Gigabit Router,90,1,0,32.4,FALSE,,,,,
3223,CA2014108189,10-02-2014,10-05-2014,First Class,ES14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFFPA10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2,0.2,3.4104,FALSE,,,,,
3224,CA2014108189,10-02-2014,10-05-2014,First Class,ES14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFFFA10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,FALSE,,,,,
3225,CA2014108189,10-02-2014,10-05-2014,First Class,ES14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TECPH10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,TRUE,,,,,
3226,CA2014108189,10-02-2014,10-05-2014,First Class,ES14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFFEN10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,FALSE,,,,,
3227,CA2014108189,10-02-2014,10-05-2014,First Class,ES14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFFSU10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,3.264,FALSE,,,,,
3228,CA2014108189,10-02-2014,10-05-2014,First Class,ES14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TECPH10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,FALSE,,,,,
3229,CA2014108189,10-02-2014,10-05-2014,First Class,ES14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TECAC10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.2,0.0895,FALSE,,,,,
3230,CA2014154641,08-11-2014,16-08-2014,Standard Class,KL16645,Ken Lonsdale,Consumer,United States,New York City,New York,10035,East,OFFST10004459,Office Supplies,Storage,Tennsco SingleTier Lockers,375.34,1,0,18.767,FALSE,,,,,
3231,CA2017131625,09-01-2017,09-05-2017,Second Class,BN11515,Bradley Nguyen,Consumer,United States,New York City,New York,10009,East,FURFU10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",114.9,5,0,39.066,FALSE,,,,,
3232,US2017156356,16-04-2017,22-04-2017,Standard Class,ND18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFFBI10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,44.2782,FALSE,,,,,
3233,US2017156356,16-04-2017,22-04-2017,Standard Class,ND18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFFBI10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",2.896,1,0.8,4.7784,FALSE,,,,,
3234,US2017156356,16-04-2017,22-04-2017,Standard Class,ND18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFFST10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.544,2,0.2,7.7292,FALSE,,,,,
3235,CA2016138933,24-04-2016,27-04-2016,First Class,JL15130,Jack Lebron,Consumer,United States,Riverside,California,92503,West,OFFBI10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.984,1,0.2,1.3944,FALSE,,,,,
3236,CA2016140746,15-01-2016,15-01-2016,Same Day,RC19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,6824,East,FURTA10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",181.797,1,0.3,15.5826,FALSE,,,,,
3237,CA2016146836,05-02-2016,05-02-2016,Same Day,CC12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,OFFST10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,44.94,3,0,12.5832,FALSE,,,,,
3238,CA2016146836,05-02-2016,05-02-2016,Same Day,CC12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,OFFBI10000315,Office Supplies,Binders,Poly Designer Cover & Back,45.576,3,0.2,15.9516,FALSE,,,,,
3239,US2016127971,20-11-2016,27-11-2016,Standard Class,DW13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,FURCH10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,0.3,77.333,FALSE,,,,,
3240,US2016127971,20-11-2016,27-11-2016,Standard Class,DW13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,TECPH10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,122.92,7,0.2,46.095,FALSE,,,,,
3241,US2016127971,20-11-2016,27-11-2016,Standard Class,DW13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,FURFU10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,7.068,3,0.6,2.8272,FALSE,,,,,
